"序列号","注册资本万","设立日期","企业类型","行业类别","经营范围","注册地址","企业状态","注册币种"
"2cd3b2417235fcd8e746","40861.9963","1989-01-12","企业法人","建筑业","公路工程施工总承包壹级、桥梁工程专业承包壹级、公路路面工程专业承包壹级、公路路基工程专业承包壹级、公路养护工程专业承包贰级、市政公用工程施工总承包壹级、工程机械租赁、修理、码头及其他港口设施服务、港口货物装卸、仓储服务、智能交通技术研发；以下限分支机构经营：汽车修理、普货运输。","无锡市长江南路35号B幢608室",,"人民币"
"933f5f90af1ace5409b5","40800","2002-04-30","公司","输配电及控制设备制造","电子工业专用设备研发、生产和技术服务；承接自动化专用设备的定制。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","江苏省无锡国家高新技术产业开发区新锡路20号","在业","人民币"
"5270d6906e25318e0980","4070","2010-02-25","公司","机械设备、五金产品及电子产品批发","集成电路芯片的设计、销售、技术服务、技术转让；电子产品的开发和销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区新达路33-1-401","在业","人民币"
"d422f8d7904ef0fd6de9","40000","1993-12-31","外商投资企业","其他房地产业","在园区内进行公用设施和工业厂房、仓储用房、研发用房开发经营。在园区内进行工业厂房、仓储用房、研发用房融资租赁（不含国家限制及禁止类项目），企业管理咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","江苏省无锡新加坡工业园锡新二路1号","在业","人民币"
"a24c498d3ed2e7d8c131","40000","2002-03-08","公司","工程技术","铁路工程施工总承包壹级，公路工程施工总承包壹级，市政公用工程施工总承包壹级，房屋建筑工程施工总承包贰级，桥梁工程专业承包壹级，隧道工程专业承包壹级，公路路基工程专业承包壹级，水工隧洞工程专业承包壹级；铁路辅轨架梁工程专业承包壹级；预制构件的制造、加工、销售；仓储，设备租赁，房屋租赁；设计、制作、代理和发布国内广告业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","江苏省无锡市无锡国家高新技术产业开发区香山路7-101","在业","人民币"
"e8db58ac22cbce524adf","40000","2014-11-04","公司","其他资本市场服务","新能源项目投资和管理；新能源系统工程的设计、安装和施工；新能源技术开发、技术咨询、技术服务；专用设备、通用设备的安装、销售；合同能源管理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区菱湖大道200号中国传感网国际创新区A栋202","在业","人民币"
"5075eeb7d3dbd7dfa6ee","40000","2008-11-24","公司","工程和技术研究和试验发展","微纳园范围内的园区开发建设、项目投资、资产经营、物业管理、房屋出租出售；试验仪器、试剂销售；培训服务；公共服务平台建设。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区菱湖大道200号中国传感网国际创新园B栋B/P401室","在业","人民币"
"a3de35eb0fec1e1cb1e2","40000","2008-11-24","公司","工程和技术研究和试验发展","微纳园范围内的园区开发建设、项目投资、资产经营、物业管理、房屋出租出售；试验仪器、试剂销售；培训服务；公共服务平台建设。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区菱湖大道200号中国传感网国际创新园B栋B/P401室","在业","人民币"
"fa3a42dc3180f59d6893","40000","2003-12-23","外商投资企业","计算机、通信和其他电子设备制造业","0.35微米以下大规模集成电路、新型电子元器件（电力电子器件、混合集成电路）的研究开发生产测试与封装；销售自产产品并提供技术服务、售后服务。","无锡新区锡梅路55号","在业","人民币"
"87b13002889981554089","4000","2005-07-26","公司","化学原料和化学制品制造业","松香甘油脂、氢化松香甘油酯、聚合松香甘油脂、食品级石蜡、食品级微晶蜡的技术开发、技术咨询、制造；化工产品及原料（不含危险化学品）的销售。","无锡市新区华友东路6号","在业","人民币"
"f4b00517c313d0a2c377","4000","2010-01-21","公司","汽车零部件及配件制造","汽车配件的研发、制造、销售；电梯附件、智能机床导轨、高低压开关轴、型钢制品的制造、加工、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区硕放裕安一路南侧地块（裕安一路11号）","在业","人民币"
"aa49ae66d0044a79d28a","4000","2010-08-26","公司","电子元件制造","物联网传感技术开发、智能识别产品及其配套设备领域内的技术研发；智能识别产品、无线射频标签及其耗材的生产（限分支机构）、销售；从事智能识别系统及其技术培训等相关业务；自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区新洲路15号-汇鸿股份-无锡工业园6号厂房","在业","人民币"
"e2d81e31998da87d29ea","4000","2011-01-30","公司","集成电路设计","传感器、集成电路、电子元器件的设计、研发、销售、技术转让、技术咨询、技术服务及维修；智能控制系统的开发、销售、安装、技术转让、技术咨询、技术服务及维修；集成电路的二次集成及各类模块的设计、研发、销售、技术转让、技术咨询、技术服务及维修；工装夹具、仪器仪表、机械设备的开发、销售、安装、技术转让、技术咨询、技术服务及维修；自营各类商品和技术的进出口业务（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新吴区景贤路52号乐东大厦五层","在业","人民币"
"9005ce286e8211a0f3d8","4000","1996-12-09","外商投资企业","化学纤维制造业","设计制造加工新型纺织机械","无锡市梅村工业集中区新都路18-3","在业","人民币"
"07733998d2063870f7be","4000","2001-12-13","公司","橡胶加工专用设备制造","普通货运。橡胶塑料机械和通用机械的制造、加工销售；机械技术服务；自营和代理各类商品和技术的进出口业务（国家限定企业经营或禁止进出口的商品及技术除外）。（上述经营范围涉及行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）。","无锡市新区鸿山街道后宅中路","在业","人民币"
"fe043d8b64d371018cb4","4000","2016-12-07","外商投资企业","通用设备制造业","润滑和无油润滑高压活塞压缩机、螺杆压缩机、高端复合机组、压缩空气和气体处理设备及其零部件的研发、生产；机械、电气产品及零件的批发、佣金代理（拍卖除外）；提供上述产品的技术咨询、技术服务；企业管理咨询（不含投资咨询）。","无锡市新吴区工博园2号厂房","在业","人民币"
"710fbcd45771182d8761","400","2013-11-19","公司","专用设备制造业","精密铸造件、通用机械及配件、模具、工装测具制造、加工、安装、维修、销售；技术研发；技术服务；技术转让；自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区鸿山街道鸿山路99号","在业","人民币"
"ced3d4920771f78ba5e5","400","2012-08-10","公司","科技推广和应用服务业","对科技项目的孵化培育；国际技术的引进、推广和应用；利用自有资产对外投资；以服务外包的方式从事技术服务；自营各类商品及技术的进出口（国家限定企业经营或禁止进出口的商品和技术除外）；环保技术研发；环保设备开发；环保项目施工；从事环保领域内的技术咨询、技术服务、技术转让。","无锡新吴区龙山路4号C幢402-2","在业","人民币"
"a779bd3a5698e1c10048","400","2013-06-21","外商投资企业","工程和技术研究和试验发展",,"无锡市新区华谊路23号","在业","欧元"
"4c600d8c395c5202ee79","400","2012-02-07","公司","工程和技术研究和试验发展","轨道交通机车车辆配件的研发、销售、维护及保养；机械配件及五金件、电子元件的研发和销售；自营和代理各类商品和技术的进出口（国家限定或禁止进出口的商品和技术除外）；以下限分支机构经营：轨道交通机车车辆配件、机械配件、五金件、电子元件的制造、维修、加工。（上述经营范围涉及行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）","无锡市新华路101-1212","在业","人民币"
